Site_code;species_clean;ts;doy;year;day;month;hour;week;Rain_tot;AirTemp_Avg;RH_Avg;AirPres_Avg;Rg_Avg;WindSpeed;WindDir;O3_Avg;ozone;ozonec;ozoneppb;aot40h;sum60h;pod0;SoilTemp_Avg;VWC_Avg;LMA;gmax;vpd;fvpd;Dendro_1;Dendro_2;Dendro_3;Dendro_4;pod1;Dendro_mean
PIE1;fsylvatica;01/01/2018 00:00;1;2018;1;1;0;1;0;2.6;94.6;NA;0;0.278;278.1;33.27;1483.2875;1877.571169;33.27;0;0;0;2.21;0.363;61;69;0.039772193;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 01:00;1;2018;1;1;1;1;0;2.6;94.8;NA;0;0.274;314.1;32.68;1456.983333;1849.71503;32.68;0;0;0;2.209797;0.3636266;61;69;0.038299149;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 02:00;1;2018;1;1;2;1;0;2.4;95.3;NA;0;0.569;0.922;33.11;1476.154167;1671.592003;33.11;0;0;0;2.206022;0.364515;61;69;0.034126631;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 03:00;1;2018;1;1;3;1;0;2.2;95.8;NA;0;0.34;295.7;34.25;1526.979167;1861.132031;34.25;0;0;0;2.204661;0.3653083;61;69;0.030063829;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 04:00;1;2018;1;1;4;1;0;2.1;96;NA;0;0.76;250.7;32.39;1444.054167;1587.864683;32.39;0;0;0;2.202951;0.3664133;61;69;0.028428296;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 05:00;1;2018;1;1;5;1;0;1.9;96.3;NA;0;1.478;241.7;33.81;1507.3625;1585.080396;33.81;0;0;0;2.201906;0.3674861;61;69;0.025922474;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 06:00;1;2018;1;1;6;1;0;1.8;96.4;NA;0;0.984;338.6;31.86;1420.425;1530.029179;31.86;0;0;0;2.200593;0.368555;61;69;0.025041784;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 07:00;1;2018;1;1;7;1;0;1.8;96.7;NA;0;1.385;230.7;34.36;1531.883333;1616.128083;34.36;0;0;0;2.199529;0.3696411;61;69;0.022954968;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 08:00;1;2018;1;1;8;1;0;2.3;90.9;NA;0;1.272;340.7;37.41;1667.8625;1767.665263;37.41;0;0;0;2.197376;0.3707444;61;69;0.065605155;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 09:00;1;2018;1;1;9;1;0;2.4;87.5;NA;11.91;1.395;354.5;34.8;1551.5;1636.216599;34.8;0;0;0.140505141;2.195471;0.3716716;61;69;0.090762316;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 10:00;1;2018;1;1;10;1;0;2.6;88.4;NA;107.7;1.214;14.13;31.59;1408.3875;1496.654588;31.59;0;0;0.6494802;2.195647;0.3727064;61;69;0.085436562;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 11:00;1;2018;1;1;11;1;0;6.6;68.33;NA;266.7;1.194;48.26;34.79;1551.054167;1649.876253;34.79;0;0;1.765303352;2.19398;0.373675;61;69;0.30867845;1;1.082044;1.260274;1.224155;1.2787552;0.765303352;1.21130705
PIE1;fsylvatica;01/01/2018 12:00;1;2018;1;1;12;1;0;9.7;53.89;NA;347.6;1.226;26.66;39.51;1761.4875;1870.813079;39.51;0;0;2.51001845;2.191677;0.3744866;61;69;0.554931015;1;1.082044;1.260274;1.224155;1.2787552;1.51001845;1.21130705
PIE1;fsylvatica;01/01/2018 13:00;1;2018;1;1;13;1;0;9;52.54;NA;374.1;1.477;25.3;42.35;1888.104167;1985.518103;42.35;2.35;0;2.59129549;2.191306;0.3753486;61;69;0.544869503;1;1.082044;1.260274;1.224155;1.2787552;1.59129549;1.21130705
PIE1;fsylvatica;01/01/2018 14:00;1;2018;1;1;14;1;0;9.3;48.01;NA;344.6;1.046;33.95;41.45;1847.979167;1982.20867;41.45;1.45;0;2.589989598;2.191232;0.3760755;61;69;0.609081743;1;1.082044;1.260274;1.224155;1.2787552;1.589989598;1.21130705
PIE1;fsylvatica;01/01/2018 15:00;1;2018;1;1;15;1;0;9.1;39.55;NA;271.1;1.245;47.44;42.75;1905.9375;2022.438511;42.75;2.75;0;2.608638191;2.18955;0.3767867;61;69;0.69870489;1;1.082044;1.260274;1.224155;1.2787552;1.608638191;1.21130705
PIE1;fsylvatica;01/01/2018 16:00;1;2018;1;1;16;1;0;7.3;29.05;NA;73.55;1.832;344.9;45.08;2009.816667;2093.534125;45.08;5.08;0;1.701729627;2.188985;0.3773;61;69;0.725594848;1;1.082044;1.260274;1.224155;1.2787552;0.701729627;1.21130705
PIE1;fsylvatica;01/01/2018 17:00;1;2018;1;1;17;1;0;5.7;34.98;NA;7.462;2.208;337.4;43.41;1935.3625;2002.317129;43.41;0;0;0.227957654;2.189579;0.377895;61;69;0.595495045;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 18:00;1;2018;1;1;18;1;0;5.2;38.67;NA;0;3.185;162.6;42.58;1898.358333;1943.954993;42.58;0;0;0;2.18815;0.3783403;61;69;0.542503361;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 19:00;1;2018;1;1;19;1;0;4.6;47;NA;0;1.243;91.1;41.99;1872.054167;1986.666586;41.99;0;0;0;2.186848;0.37874;61;69;0.44957367;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 20:00;1;2018;1;1;20;1;0;3.8;50.72;NA;0;0.966;25.25;42.43;1891.670833;2040.32763;42.43;0;0;0;2.187034;0.379;61;69;0.395168326;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 21:00;1;2018;1;1;21;1;0;4.1;51.67;NA;0;1.92;285.7;42.9;1912.625;1988.662875;42.9;0;0;0;2.186652;0.3794486;61;69;0.395824138;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 22:00;1;2018;1;1;22;1;0;4.5;50.71;NA;0;1.289;4.291;41.95;1870.270833;1980.72169;41.95;0;0;0;2.186683;0.3795;61;69;0.415184331;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;01/01/2018 23:00;1;2018;1;1;23;1;0;2.9;50.44;NA;0;1.009;13.87;43.53;1940.7125;2086.792384;43.53;0;0;0;2.186706;0.379905;61;69;0.372892008;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 00:00;2;2018;2;1;0;1;0;2.6;50.66;NA;0;1.003;259.5;44.15;1968.354167;2117.391566;44.15;0;0;0;2.186715;0.3801;61;69;0.363399999;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 01:00;2;2018;2;1;1;1;0;2.6;57.29;NA;0;1.424;325.4;42.66;1901.925;2003.676795;42.66;0;0;0;2.185467;0.3801;61;69;0.314568584;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 02:00;2;2018;2;1;2;1;0;2.3;52.75;NA;0;1.426;315.7;43.84;1954.533333;2058.954083;43.84;0;0;0;2.186546;0.3801;61;69;0.340642149;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 03:00;2;2018;2;1;3;1;0;2.3;47.33;NA;0;1.543;311.6;44.89;2001.345833;2100.216235;44.89;0;0;0;2.185361;0.3801;61;69;0.379716867;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 04:00;2;2018;2;1;4;1;0;1.6;48.93;NA;0;0.983;7.472;45.12;2011.6;2166.977179;45.12;0;0;0;2.18688;0.3804778;61;69;0.350184474;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 05:00;2;2018;2;1;5;1;0;2;40.75;NA;0;1.856;269.4;45.69;2037.0125;2120.771907;45.69;0;0;0;2.187265;0.3806;61;69;0.41809255;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 06:00;2;2018;2;1;6;1;0;2.8;38.23;NA;0;1.901;305.4;45.38;2023.191667;2104.424589;45.38;0;0;0;2.188317;0.3806;61;69;0.4614698;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 07:00;2;2018;2;1;7;1;0;2.5;40.51;NA;0;1.353;349.4;45.06;2008.925;2121.996624;45.06;0;0;0;2.185899;0.3806;61;69;0.435046747;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 08:00;2;2018;2;1;8;1;0;2;41.17;NA;0;1.381;345.3;44.9;2001.791667;2112.195059;44.9;0;0;0;2.185858;0.3806;61;69;0.415128856;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 09:00;2;2018;2;1;9;1;0;1.8;39.68;NA;36.15;2.015;241.8;44.57;1987.079167;2062.372353;44.57;0;0;0.346799556;2.187644;0.3806;61;69;0.419588999;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 10:00;2;2018;2;1;10;1;0;5.3;32.44;NA;161.3;1.146;5.469;42.91;1913.070833;2040.015742;42.91;2.91;0;1.75918943;2.187;0.3806;61;69;0.60178926;1;1.082044;1.260274;1.224155;1.2787552;0.75918943;1.21130705
PIE1;fsylvatica;02/01/2018 11:00;2;2018;2;1;11;1;0;7.6;30.62;NA;264.2;0.93;42.07;43.64;1945.616667;2104.36362;43.64;3.64;0;2.430613421;2.188594;0.3806;61;69;0.724251878;1;1.082044;1.260274;1.224155;1.2787552;1.430613421;1.21130705
PIE1;fsylvatica;02/01/2018 12:00;2;2018;2;1;12;1;0;9.1;27.95;NA;340.9;0.944;25.11;48.43;2159.170833;2332.758872;48.43;8.43;0;2.932077925;2.186068;0.3806;61;69;0.832782255;0.975060269;1.082044;1.260274;1.224155;1.2787552;1.932077925;1.21130705
PIE1;fsylvatica;02/01/2018 13:00;2;2018;2;1;13;1;0;9.3;25.75;NA;362.7;1.592;81.1;50.62;2256.808333;2364.890572;50.62;10.62;0;2.985099545;2.184526;0.3806;61;69;0.869865732;0.946848301;1.082044;1.260274;1.224155;1.2787552;1.985099545;1.21130705
PIE1;fsylvatica;02/01/2018 14:00;2;2018;2;1;14;1;0;7.6;25.1;NA;290.8;1.907;105.1;46.66;2080.258333;2163.521215;46.66;6.66;0;2.575477456;2.186036;0.3806;61;69;0.781874685;1;1.082044;1.260274;1.224155;1.2787552;1.575477456;1.21130705
PIE1;fsylvatica;02/01/2018 15:00;2;2018;2;1;15;1;0;7.9;21.56;NA;278;1.498;323.2;45.28;2018.733333;2121.43721;45.28;5.28;0;2.491509153;2.18698;0.3806;61;69;0.835765908;0.972790397;1.082044;1.260274;1.224155;1.2787552;1.491509153;1.21130705
PIE1;fsylvatica;02/01/2018 16:00;2;2018;2;1;16;1;0;5.9;24.49;NA;71.1;1.989;311.8;43.45;1937.145833;2011.501303;43.45;3.45;0;1.398452046;2.187422;0.380368;61;69;0.701227529;1;1.082044;1.260274;1.224155;1.2787552;0.398452046;1.21130705
PIE1;fsylvatica;02/01/2018 17:00;2;2018;2;1;17;1;0;2.9;42.54;NA;9.65;0.738;7.356;40.96;1826.133333;2013.337744;40.96;0;0;0.167093729;2.186037;0.3801;61;69;0.432332018;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 18:00;2;2018;2;1;18;1;0;1.5;50.66;NA;0;1.108;358.4;41.01;1828.3625;1953.807338;41.01;0;0;0;2.184012;0.3801;61;69;0.335900303;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 19:00;2;2018;2;1;19;1;0;1.3;45.4;NA;0;0.758;307.6;43.36;1933.133333;2126.15113;43.36;0;0;0;2.184881;0.3801;61;69;0.366400863;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 20:00;2;2018;2;1;20;1;0;1.6;44.56;NA;0;1.038;347.7;43.39;1934.470833;2076.054557;43.39;0;0;0;2.183973;0.3801;61;69;0.380149349;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 21:00;2;2018;2;1;21;1;0;1.8;43.53;NA;0;0.999;330.5;43.33;1931.795833;2078.644572;43.33;0;0;0;2.185934;0.3801;61;69;0.392808202;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 22:00;2;2018;2;1;22;1;0;2.2;43.33;NA;0;0.95;350.2;43.26;1928.675;2082.763831;43.26;0;0;0;2.185961;0.3801;61;69;0.405646945;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;02/01/2018 23:00;2;2018;2;1;23;1;0;2.5;43.04;NA;0;0.933;295.7;43.23;1927.3375;2084.093141;43.23;0;0;0;2.185118;0.3801;61;69;0.416545011;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 00:00;3;2018;3;1;0;1;0;2.4;43.86;NA;0;1.551;220;43.12;1922.433333;2016.918818;43.12;0;0;0;2.185324;0.3801;61;69;0.407631713;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 01:00;3;2018;3;1;1;1;0;2;46.49;NA;0;0.863;265.9;43.12;1922.433333;2091.316309;43.12;0;0;0;2.184178;0.3796166;61;69;0.377588731;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 02:00;3;2018;3;1;2;1;0;1.7;49.9;NA;0;0.93;328.9;43.89;1956.7625;2116.418865;43.89;0;0;0;2.185264;0.3795;61;69;0.346007828;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 03:00;3;2018;3;1;3;1;0;1.4;50.65;NA;0;1.007;353.2;43.41;1935.3625;2081.325952;43.41;0;0;0;2.185351;0.3795;61;69;0.333561573;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 04:00;3;2018;3;1;4;1;0;1.2;55.47;NA;0;1.284;342.7;43.59;1943.3875;2058.599543;43.59;0;0;0;2.185989;0.3795;61;69;0.296680437;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 05:00;3;2018;3;1;5;1;0;1.2;56.42;NA;0;1.247;2.066;43.73;1949.629167;2068.611346;43.73;0;0;0;2.18627;0.3794375;61;69;0.290351076;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 06:00;3;2018;3;1;6;1;0;1.2;54.12;NA;0;1.363;278.1;43.23;1927.3375;2035.02735;43.23;0;0;0;2.185235;0.379;61;69;0.305674791;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 07:00;3;2018;3;1;7;1;0;1.2;52.69;NA;0;1.548;344.5;43.09;1921.095833;2015.697302;43.09;0;0;0;2.185757;0.379;61;69;0.315202144;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 08:00;3;2018;3;1;8;1;0;1.1;53.87;NA;0;1.506;1.203;42.74;1905.491667;2001.923015;42.74;0;0;0;2.185155;0.379;61;69;0.305133165;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 09:00;3;2018;3;1;9;1;0;1.5;53.23;NA;18.2;0.934;2.133;41.84;1865.366667;2016.921465;41.84;0;0;0.163469807;2.185885;0.37895;61;69;0.318404077;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 10:00;3;2018;3;1;10;1;0;1.5;58.16;NA;16.06;0.926;267.2;40.2;1792.25;1939.107862;40.2;0;0;0.140966655;2.183434;0.3784;61;69;0.284841278;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 11:00;3;2018;3;1;11;1;0;1.3;62.72;NA;20.74;1.134;346.7;39.42;1757.475;1875.317564;39.42;0;0;0.148960264;2.184436;0.3784;61;69;0.250172604;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 12:00;3;2018;3;1;12;1;0;1;67.37;NA;27.11;1.815;192.7;38.8;1729.833333;1802.559204;38.8;0;0;0.139880809;2.186146;0.3784;61;69;0.2142842;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 13:00;3;2018;3;1;13;1;0;0.9;78.52;NA;34.49;1.853;180.8;38.02;1695.058333;1764.869203;38.02;0;0;0.149339405;2.185758;0.3781222;61;69;0.140046365;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 14:00;3;2018;3;1;14;1;1.234;1.9;88.2;NA;26.28;2.204;235.9;38.19;1702.6375;1761.647299;38.19;0;0;0.243422443;2.185489;0.3779;61;69;0.082671673;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 15:00;3;2018;3;1;15;1;0.411;4.8;84.7;NA;22.4;1.578;248.8;39.21;1748.1125;1832.570193;39.21;0;0;0.487311519;2.184461;0.3779;61;69;0.131611734;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 16:00;3;2018;3;1;16;1;1.234;4.8;84.6;NA;5.951;1.398;264.2;40.45;1803.395833;1901.657011;40.45;0;0;0.153047203;2.182769;0.377715;61;69;0.132471942;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 17:00;3;2018;3;1;17;1;1.234;3.5;89.7;NA;0;1.251;328.2;40.16;1790.466667;1899.389061;40.16;0;0;0;2.183647;0.377395;61;69;0.080863353;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 18:00;3;2018;3;1;18;1;0;3.2;90.1;NA;0;2.01;217.5;42.01;1872.945833;1944.089948;42.01;0;0;0;2.16644;0.3829528;61;69;0.076090398;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 19:00;3;2018;3;1;19;1;0;3.3;83.6;NA;0;2.585;218.5;45.19;2014.720833;2074.297902;45.19;0;0;0;2.142743;0.3893436;61;69;0.126944635;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 20:00;3;2018;3;1;20;1;0.206;2.9;85.4;NA;0;1.619;279.5;44.6;1988.416667;2082.067558;44.6;0;0;0;2.121874;0.3938697;61;69;0.109851157;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 21:00;3;2018;3;1;21;1;0;2.6;83.8;NA;0;1.951;238.5;44.71;1993.320833;2071.314581;44.71;0;0;0;2.105633;0.3959833;61;69;0.119316578;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 22:00;3;2018;3;1;22;1;0;3.1;70.42;NA;0;1.516;347;47.52;2118.6;2225.113893;47.52;0;0;0;2.095972;0.3968;61;69;0.225743074;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;03/01/2018 23:00;3;2018;3;1;23;1;0;3.4;63.95;NA;0;1.472;240.4;50.02;2230.058333;2345.502867;50.02;0;0;0;2.091104;0.3968;61;69;0.281027653;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 00:00;4;2018;4;1;0;1;0;2.9;71.6;NA;0;1.773;255.6;50.31;2242.9875;2339.50782;50.31;0;0;0;2.087301;0.3968;61;69;0.213683072;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 01:00;4;2018;4;1;1;1;0;1.9;84.7;NA;0;0.488;291;49.89;2224.2625;2566.571915;49.89;0;0;0;2.088285;0.3963486;61;69;0.107192932;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 02:00;4;2018;4;1;2;1;0;1.2;89.4;NA;0;0.2;280;48.49;2161.845833;2949.169952;48.49;0;0;0;2.089033;0.3963;61;69;0.070622336;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 03:00;4;2018;4;1;3;1;0;1.2;91.2;NA;0;0.2;280;47.43;2114.5875;2884.700574;47.43;0;0;0;2.091247;0.396118;61;69;0.058629864;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 04:00;4;2018;4;1;4;1;0.206;1.4;94.3;NA;0;0.725;270.9;46.4;2068.666667;2284.48111;46.4;0;0;0;2.091292;0.3958;61;69;0.038526869;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 05:00;4;2018;4;1;5;1;0;2.2;94.2;NA;0;1.128;39.25;45.69;2037.0125;2174.318322;45.69;0;0;0;2.093432;0.3957889;61;69;0.041516716;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 06:00;4;2018;4;1;6;1;2.263;2.5;94.2;NA;0;0.905;39.25;44.56;1986.633333;2153.152003;44.56;0;0;0;2.095263;0.3963491;61;69;0.042415047;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 07:00;4;2018;4;1;7;1;0.823;2.7;94.2;NA;0;1.172;353;44.31;1975.4875;2103.692572;44.31;0;0;0;2.093059;0.3992244;61;69;0.043023428;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 08:00;4;2018;4;1;8;1;0.823;2.5;93.6;NA;0;0.926;359.1;41.59;1854.220833;2006.156617;41.59;0;0;0;2.080813;0.4007208;61;69;0.04680281;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 09:00;4;2018;4;1;9;1;0.411;2;94.7;NA;15.22;1.505;233.5;41.55;1852.4375;1946.24578;41.55;0;0;0.176805984;2.075418;0.4019847;61;69;0.037398996;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 10:00;4;2018;4;1;10;1;0.206;2.3;95.7;NA;79.97;1.391;24.46;41.19;1836.3875;1936.94595;41.19;1.19;0;0.664760126;2.069226;0.4030528;61;69;0.031000238;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 11:00;4;2018;4;1;11;1;1.234;4.1;92.1;NA;303;1.828;4.634;39.22;1748.558333;1821.551708;39.22;0;0;1.408409042;2.063723;0.4031;61;69;0.064701235;1;1.082044;1.260274;1.224155;1.2787552;0.408409042;1.21130705
PIE1;fsylvatica;04/01/2018 12:00;4;2018;4;1;12;1;0.617;5.6;84;NA;381.3;2.577;0.889;39.81;1774.8625;1827.509;39.81;0;0;1.809581554;2.054242;0.4046961;61;69;0.145524394;1;1.082044;1.260274;1.224155;1.2787552;0.809581554;1.21130705
PIE1;fsylvatica;04/01/2018 13:00;4;2018;4;1;13;1;0.206;6;78.11;NA;334.4;1.91;48.89;41.17;1835.495833;1908.847287;41.17;1.17;0;1.963532017;2.034519;0.4061764;61;69;0.204695448;1;1.082044;1.260274;1.224155;1.2787552;0.963532017;1.21130705
PIE1;fsylvatica;04/01/2018 14:00;4;2018;4;1;14;1;0;4.9;79.22;NA;168.2;1.601;44.07;41.67;1857.7875;1946.263162;41.67;1.67;0;1.613065935;2.019357;0.4061319;61;69;0.180004785;1;1.082044;1.260274;1.224155;1.2787552;0.613065935;1.21130705
PIE1;fsylvatica;04/01/2018 15:00;4;2018;4;1;15;1;0;4.1;83.1;NA;105.4;1.496;30.75;40.67;1813.204167;1905.574108;40.67;0.67;0;1.20215212;2.010121;0.4058111;61;69;0.138411503;1;1.082044;1.260274;1.224155;1.2787552;0.20215212;1.21130705
PIE1;fsylvatica;04/01/2018 16:00;4;2018;4;1;16;1;0;4.5;81.8;NA;96.3;1.16;13.98;39.74;1771.741667;1887.902589;39.74;0;0;1.227837673;2.001937;0.4048597;61;69;0.153304014;1;1.082044;1.260274;1.224155;1.2787552;0.227837673;1.21130705
PIE1;fsylvatica;04/01/2018 17:00;4;2018;4;1;17;1;0;4.1;84.4;NA;26.59;1.149;289.9;39.23;1749.004167;1864.761956;39.23;0;0;0.50135927;1.99611;0.4039352;61;69;0.127764464;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 18:00;4;2018;4;1;18;1;0;3.5;88.1;NA;0;1.254;278.2;38.31;1707.9875;1811.645844;38.31;0;0;0;1.993612;0.4035239;61;69;0.09342465;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 19:00;4;2018;4;1;19;1;0;3.8;88.4;NA;0;1.199;306.6;37.59;1675.8875;1782.221767;37.59;0;0;0;1.989403;0.4033161;61;69;0.093018518;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 20:00;4;2018;4;1;20;1;0;3.9;87.9;NA;0;1.28;358.6;36.98;1648.691667;1746.735817;36.98;0;0;0;1.98959;0.4025639;61;69;0.097714126;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 21:00;4;2018;4;1;21;1;0;4.7;84.6;NA;0;1.436;322.6;36.02;1605.891667;1691.09326;36.02;0;0;0;1.987219;0.4017166;61;69;0.13154855;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 22:00;4;2018;4;1;22;1;0;4.8;82.9;NA;0;1.649;347.7;34.88;1555.066667;1626.983727;34.88;0;0;0;1.985483;0.4007986;61;69;0.147095468;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;04/01/2018 23:00;4;2018;4;1;23;1;0;4.3;84.5;NA;0;1.66;319.5;34.97;1559.079167;1630.707083;34.97;0;0;0;1.988959;0.4005402;61;69;0.12874209;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;05/01/2018 00:00;5;2018;5;1;0;1;0;5.5;77.54;NA;0;2.464;11.94;34.81;1551.945833;1600.082079;34.81;0;0;0;1.990257;0.399857;61;69;0.202865275;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
PIE1;fsylvatica;05/01/2018 01:00;5;2018;5;1;1;1;0;4.9;79.88;NA;0;1.855;4.139;34.84;1553.283333;1617.186634;34.84;0;0;0;1.991405;0.399265;61;69;0.174287598;1;1.082044;1.260274;1.224155;1.2787552;0;1.21130705
